age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
24,F,Caucasian,Less than 25,High,Female,6,0,9,1,1,3
21,M,Caucasian,Less than 25,High,Male,2,-1,9,1,1,9
50,F,Asian,Greater than 45,Medium,Male,5,0,7,1,1,11
26,F,African-American,25 - 45,Low,Male,1,-1,2,0,0,1
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1
29,M,Caucasian,25 - 45,Low,Male,0,0,4,1,1,1
54,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
29,F,African-American,25 - 45,Low,Male,4,-1,4,1,1,8
59,M,Caucasian,Greater than 45,Low,Female,0,-2,1,0,0,1
38,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,1
27,M,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,1
26,F,Hispanic,25 - 45,Medium,Male,7,-1,5,1,1,1
52,F,Hispanic,Greater than 45,Low,Male,20,-1,3,0,0,28
66,F,African-American,Greater than 45,Medium,Male,33,0,6,1,1,14
27,F,Caucasian,25 - 45,Medium,Male,2,0,5,0,0,0
51,M,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1
35,F,Caucasian,25 - 45,Low,Male,1,0,2,0,0,74
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,0,0,1
48,F,Other,Greater than 45,Medium,Male,12,0,5,0,0,1
26,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
48,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,1
30,M,Hispanic,25 - 45,Low,Male,7,-1,4,0,0,38
28,M,Other,25 - 45,Low,Male,2,-1,1,0,0,2
33,M,African-American,25 - 45,Low,Male,2,0,3,0,0,0
34,F,African-American,25 - 45,Low,Female,6,-1,4,0,0,52
25,M,Other,25 - 45,Low,Male,0,0,1,0,0,0
59,F,African-American,Greater than 45,Medium,Male,10,-1,7,1,1,127
29,F,African-American,25 - 45,Medium,Male,5,-1,5,1,1,2
24,F,Caucasian,Less than 25,Low,Male,0,0,2,0,0,1
48,F,Caucasian,Greater than 45,Medium,Male,1,-1,7,1,1,129
52,M,African-American,Greater than 45,Medium,Male,4,0,5,0,0,1
20,F,African-American,Less than 25,Low,Male,0,0,4,1,1,0
25,F,Caucasian,25 - 45,Low,Male,4,-5,4,1,1,5
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,15
23,M,Caucasian,Less than 25,High,Male,0,-1,9,0,0,1
27,F,Caucasian,25 - 45,Low,Male,6,-1,4,1,0,1
25,M,African-American,25 - 45,Low,Male,1,-1,3,1,1,1
31,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,0
25,F,African-American,25 - 45,Low,Male,6,-1,4,1,1,4
32,F,Caucasian,25 - 45,Low,Male,1,-7,1,1,1,1
21,F,Caucasian,Less than 25,Low,Male,0,-1,3,1,1,0
37,F,Other,25 - 45,Low,Male,1,-1,1,0,0,5
25,F,Caucasian,25 - 45,Low,Male,0,0,3,0,0,0
32,F,Hispanic,25 - 45,High,Male,20,0,10,0,0,1
35,F,African-American,25 - 45,Medium,Male,0,-1,7,0,0,2
42,F,African-American,25 - 45,Medium,Male,14,-1,7,1,1,2
24,M,Caucasian,Less than 25,High,Male,9,-23,10,1,1,10
21,F,Hispanic,Less than 25,Medium,Male,0,-1,6,1,1,1
47,M,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0
27,F,African-American,25 - 45,High,Male,5,-1,9,1,1,1
43,M,Hispanic,25 - 45,Low,Male,2,-12,1,1,1,4
46,F,Caucasian,Greater than 45,Medium,Male,2,-1,6,1,1,1
44,M,African-American,25 - 45,Low,Male,1,0,3,0,0,0
23,F,Caucasian,Less than 25,Low,Male,2,-1,2,0,0,1
42,F,African-American,25 - 45,Medium,Male,8,-1,5,0,0,2
58,F,African-American,Greater than 45,Medium,Male,6,-1,6,0,0,144
26,F,African-American,25 - 45,Medium,Male,3,-1,6,1,0,2
48,F,Other,Greater than 45,Low,Female,0,-1,1,0,0,17
39,F,African-American,25 - 45,Low,Male,3,-1,3,1,1,3
21,F,African-American,Less than 25,Medium,Male,3,0,5,1,1,0
63,M,Caucasian,Greater than 45,Low,Male,1,-9,1,0,0,6
22,F,African-American,Less than 25,Medium,Male,3,-11,7,1,1,8
50,M,African-American,Greater than 45,Low,Male,3,-1,3,0,0,1
38,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,10
41,F,Caucasian,25 - 45,Medium,Male,1,-6,6,0,0,6
28,F,African-American,25 - 45,High,Male,16,-1,8,1,1,1
30,M,African-American,25 - 45,Low,Female,0,0,3,0,0,1
23,F,African-American,Less than 25,Medium,Male,1,0,5,0,0,0
25,F,Caucasian,25 - 45,Low,Male,2,-13,4,1,1,12
40,F,Caucasian,25 - 45,Low,Male,5,0,4,0,0,0
24,F,Hispanic,Less than 25,High,Male,8,0,8,0,0,0
27,M,African-American,25 - 45,Low,Male,5,0,4,1,1,64
44,M,Caucasian,25 - 45,Low,Male,11,0,3,0,0,180
35,F,African-American,25 - 45,Low,Female,6,-1,2,1,1,1
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
38,F,African-American,25 - 45,Medium,Male,15,0,7,1,0,0
26,F,Hispanic,25 - 45,Medium,Male,4,0,6,0,0,0
25,M,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
64,F,Hispanic,Greater than 45,Low,Male,1,-8,1,0,0,8
49,M,Caucasian,Greater than 45,Low,Female,2,0,1,1,1,0
50,F,Caucasian,Greater than 45,Low,Male,5,-1,1,1,1,1
66,M,Caucasian,Greater than 45,Low,Male,0,0,1,1,1,1
46,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1
30,F,African-American,25 - 45,Medium,Male,5,-1,6,1,1,1
22,M,Caucasian,Less than 25,Low,Female,0,0,3,0,0,0
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,10
30,M,Other,25 - 45,Medium,Male,0,-1,6,1,1,1
31,M,Hispanic,25 - 45,Low,Male,0,-1,1,0,0,1
31,F,Other,25 - 45,Low,Male,1,-1,2,0,0,1
25,M,African-American,25 - 45,Low,Male,0,-1,3,1,0,1
21,F,Caucasian,Less than 25,Medium,Female,0,-1,7,0,0,2
27,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
20,M,Hispanic,Less than 25,Low,Male,0,-1,2,1,1,1
32,F,Hispanic,25 - 45,Low,Male,1,-27,1,0,0,0
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,0,0,1
20,F,African-American,Less than 25,Low,Male,1,-1,3,0,0,1
31,M,African-American,25 - 45,High,Male,3,-20,8,1,1,20
27,M,African-American,25 - 45,Medium,Male,3,-1,7,1,1,6
40,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
22,F,African-American,Less than 25,High,Male,11,0,10,1,1,0
38,F,African-American,25 - 45,Low,Female,1,-1,1,0,0,1
36,M,Hispanic,25 - 45,High,Male,1,-8,10,1,1,40
30,M,African-American,25 - 45,Medium,Male,1,0,7,0,0,1
27,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,34
59,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,0
37,M,Caucasian,25 - 45,Low,Male,2,-2,1,0,0,1
28,M,African-American,25 - 45,Medium,Male,5,0,7,1,1,1
38,F,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
22,F,African-American,Less than 25,High,Male,0,-1,8,1,1,1
25,F,African-American,25 - 45,Medium,Male,4,-1,5,1,1,32
51,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
29,M,Caucasian,25 - 45,Low,Male,2,29,2,1,1,25
28,F,African-American,25 - 45,Low,Male,10,0,3,0,0,0
55,M,African-American,Greater than 45,Low,Male,9,0,3,1,1,4
23,F,Caucasian,Less than 25,High,Female,3,-1,10,0,0,6
22,M,African-American,Less than 25,Medium,Female,0,-1,5,0,0,8
19,F,Caucasian,Less than 25,High,Female,2,-2,10,1,1,22
31,M,African-American,25 - 45,Low,Male,1,-27,1,0,0,0
29,M,African-American,25 - 45,Low,Male,0,0,1,0,0,1
61,F,African-American,Greater than 45,Medium,Male,15,-1,6,1,1,1
31,M,Hispanic,25 - 45,Low,Male,0,0,2,0,0,0
20,F,African-American,Less than 25,High,Male,4,-1,9,1,1,2
26,F,Caucasian,25 - 45,Medium,Male,3,-1,7,1,1,1
27,M,Caucasian,25 - 45,High,Male,5,0,9,0,0,1
25,F,Caucasian,25 - 45,Medium,Male,1,-1,5,0,0,1
23,F,Caucasian,Less than 25,Medium,Male,3,-1,5,1,1,9
38,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,2
27,F,African-American,25 - 45,High,Male,18,0,9,1,1,0
35,F,Caucasian,25 - 45,Low,Female,0,0,3,1,1,0
22,F,Other,Less than 25,High,Male,0,-1,9,0,0,16
58,F,African-American,Greater than 45,Low,Female,4,-14,2,1,1,1
57,M,Caucasian,Greater than 45,Low,Female,0,-1,4,1,1,2
21,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
22,F,African-American,Less than 25,High,Female,0,-1,8,0,0,1
30,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,3
30,F,African-American,25 - 45,High,Male,8,-1,8,1,1,2
31,F,African-American,25 - 45,Medium,Female,10,-1,6,0,0,1
45,F,Caucasian,Greater than 45,Medium,Female,1,0,6,0,0,1
39,F,Caucasian,25 - 45,Low,Male,2,-13,2,1,1,5
31,F,African-American,25 - 45,High,Male,0,-1,8,1,1,2
22,F,African-American,Less than 25,Low,Male,1,-1,4,1,1,1
27,F,African-American,25 - 45,Medium,Male,13,-1,7,1,1,2
38,F,Caucasian,25 - 45,Low,Male,1,-1,1,1,1,1
31,F,African-American,25 - 45,High,Male,23,0,10,1,1,55
47,F,African-American,Greater than 45,High,Male,20,-1,9,0,0,2
22,F,African-American,Less than 25,Medium,Male,3,-1,7,0,0,1
35,M,African-American,25 - 45,High,Male,1,-1,9,1,1,80
23,M,Hispanic,Less than 25,Medium,Male,2,-19,6,1,1,19
65,M,African-American,Greater than 45,Low,Male,2,-18,2,1,1,5
35,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,1
33,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
53,M,Caucasian,Greater than 45,Low,Male,1,-10,1,0,0,1
52,F,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,2
21,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,1
37,F,African-American,25 - 45,Low,Male,11,-1,4,0,0,2
30,M,Other,25 - 45,High,Male,4,-1,9,1,1,1
54,F,Other,Greater than 45,Low,Male,0,0,1,0,0,0
31,M,African-American,25 - 45,Low,Female,0,0,1,0,0,0
59,F,Caucasian,Greater than 45,Low,Female,2,26,3,0,0,29
27,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
36,M,African-American,25 - 45,Medium,Male,0,-1,7,1,1,1
46,F,African-American,Greater than 45,High,Male,17,-1,9,1,1,6
22,F,African-American,Less than 25,High,Male,3,0,9,0,0,323
28,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1
34,F,Caucasian,25 - 45,High,Female,15,-4,9,1,1,3
29,F,Hispanic,25 - 45,High,Male,7,-2,9,1,1,1
23,M,African-American,Less than 25,High,Male,2,0,10,1,1,80
27,F,African-American,25 - 45,Low,Male,3,-1,4,0,0,1
21,F,Asian,Less than 25,Medium,Male,0,-1,6,1,1,1
48,F,Caucasian,Greater than 45,Low,Male,3,-3,1,1,1,1
31,F,African-American,25 - 45,Medium,Male,5,-1,7,0,0,7
36,M,African-American,25 - 45,Medium,Male,4,-1,5,0,0,2
44,F,African-American,25 - 45,High,Male,14,-1,8,1,1,2
53,F,Caucasian,Greater than 45,Low,Male,2,-2,1,0,0,1
33,M,African-American,25 - 45,Low,Male,3,-1,2,1,1,2
47,F,Caucasian,Greater than 45,Medium,Male,2,0,5,1,1,2
57,F,African-American,Greater than 45,Medium,Male,20,0,7,1,1,33
28,M,African-American,25 - 45,Low,Male,2,-1,4,0,0,6
24,M,African-American,Less than 25,Medium,Male,1,-1,6,0,0,1
44,F,African-American,25 - 45,Low,Male,1,-1,1,0,0,1
46,F,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
37,F,African-American,25 - 45,Low,Male,6,0,3,0,0,1
26,M,African-American,25 - 45,Medium,Male,10,-6,6,1,1,6
27,F,African-American,25 - 45,High,Male,10,0,8,1,1,0
40,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,2
60,F,Caucasian,Greater than 45,Low,Female,9,0,3,1,1,385
53,F,Caucasian,Greater than 45,Low,Male,1,-6,1,0,0,6
28,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1
23,M,Hispanic,Less than 25,Low,Male,0,0,4,0,0,0
46,F,Caucasian,Greater than 45,High,Female,2,-1,8,0,0,20
23,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
50,F,African-American,Greater than 45,High,Male,18,-1,8,1,1,249
45,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,2
22,F,African-American,Less than 25,Medium,Male,1,-1,5,0,0,1
26,F,Caucasian,25 - 45,Low,Male,1,0,2,1,1,16
62,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,3
34,M,Caucasian,25 - 45,Low,Male,0,0,1,1,1,0
24,F,Hispanic,Less than 25,High,Male,1,-6,10,0,0,6
21,M,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1
25,F,Caucasian,25 - 45,Low,Male,0,-1,2,1,1,1
68,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,3
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,0,0,1
37,F,Hispanic,25 - 45,Low,Female,1,-1,3,0,0,2
22,F,African-American,Less than 25,High,Male,0,0,8,0,0,0
42,F,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,1
22,F,Caucasian,Less than 25,Low,Male,1,-1,4,1,1,1
45,F,African-American,Greater than 45,Low,Male,0,-1,4,1,1,3
36,F,African-American,25 - 45,High,Female,4,-1,10,1,1,1
48,F,African-American,Greater than 45,Medium,Male,2,0,6,0,0,1
23,F,African-American,Less than 25,High,Male,6,-1,9,1,1,8
24,F,African-American,Less than 25,High,Male,0,0,8,0,0,1
29,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
24,F,African-American,Less than 25,Low,Male,0,-3,3,0,0,1
50,F,African-American,Greater than 45,High,Male,11,0,9,0,0,2
34,F,African-American,25 - 45,Medium,Male,10,0,7,1,1,2
23,F,African-American,Less than 25,Low,Male,0,0,2,0,0,0
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,0,0,2
36,F,Other,25 - 45,Low,Male,0,-1,1,0,0,7
30,F,Caucasian,25 - 45,Medium,Male,22,-1,5,1,1,3
21,F,African-American,Less than 25,High,Male,0,-1,10,1,1,1
53,F,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,1
25,M,African-American,25 - 45,Medium,Male,7,-1,5,1,1,1
25,M,African-American,25 - 45,High,Female,1,0,9,0,0,0
71,F,African-American,Greater than 45,Low,Male,8,-1,1,0,0,25
39,M,African-American,25 - 45,High,Male,10,-1,9,0,0,41
37,F,African-American,25 - 45,Medium,Female,0,0,5,0,0,37
20,F,African-American,Less than 25,Medium,Male,0,0,5,1,1,8
29,F,African-American,25 - 45,Medium,Female,3,-1,5,0,0,1
22,F,African-American,Less than 25,Medium,Male,2,-1,5,1,1,1
26,F,African-American,25 - 45,Medium,Male,4,-1,7,1,1,83
47,F,African-American,Greater than 45,High,Female,19,-1,10,1,1,31
21,F,Other,Less than 25,Low,Male,1,-1,4,1,1,1
23,M,Other,Less than 25,High,Female,0,-1,10,0,0,1
20,F,Caucasian,Less than 25,High,Female,1,-1,8,1,1,17
23,F,African-American,Less than 25,Low,Female,0,-1,2,0,0,1
27,M,Native American,25 - 45,Medium,Male,3,0,7,0,0,1
53,F,African-American,Greater than 45,Low,Female,0,0,1,0,0,0
23,F,African-American,Less than 25,Medium,Female,0,-1,7,1,0,1
26,F,African-American,25 - 45,Medium,Male,5,-1,7,1,1,22
25,F,African-American,25 - 45,Medium,Male,6,-1,6,1,0,6
23,M,Other,Less than 25,Low,Male,2,-1,4,0,0,1
27,F,African-American,25 - 45,High,Male,4,0,9,1,1,0
29,M,African-American,25 - 45,Low,Male,1,-1,4,0,0,3
27,F,Other,25 - 45,Low,Male,1,-1,2,1,1,1
28,F,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,1
31,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
41,F,African-American,25 - 45,Medium,Male,8,-29,6,1,1,1
25,M,Caucasian,25 - 45,Low,Male,0,-2,2,0,0,0
47,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0
37,F,African-American,25 - 45,Low,Male,4,-1,2,0,0,1
35,F,African-American,25 - 45,Medium,Female,4,-1,5,0,0,2
24,M,Caucasian,Less than 25,Low,Male,1,0,4,1,1,1
21,F,Caucasian,Less than 25,High,Male,2,-1,9,1,1,6
22,F,Caucasian,Less than 25,Low,Male,0,0,4,1,1,3
57,F,African-American,Greater than 45,Medium,Male,11,-1,6,0,0,140
48,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,0,0,11
36,F,Other,25 - 45,Low,Male,0,-1,1,0,0,5
37,F,African-American,25 - 45,Medium,Female,3,-1,7,0,0,28
31,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,5
22,F,African-American,Less than 25,High,Male,1,-1,9,1,1,4
31,M,Caucasian,25 - 45,Low,Male,2,0,3,0,0,0
24,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
32,F,African-American,25 - 45,High,Male,22,0,9,1,1,0
23,M,Other,Less than 25,Low,Female,0,-1,4,0,0,1
63,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
30,F,Other,25 - 45,Low,Male,0,-1,1,0,0,1
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1
24,M,African-American,Less than 25,Medium,Female,1,0,5,1,1,0
36,M,African-American,25 - 45,Low,Female,1,-1,2,0,0,1
83,M,Hispanic,Greater than 45,Low,Male,0,0,1,0,0,1
28,F,Caucasian,25 - 45,Medium,Male,2,0,6,0,0,0
36,F,African-American,25 - 45,Low,Male,3,-1,2,1,1,1
33,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,2
39,F,African-American,25 - 45,Low,Male,0,0,3,0,0,0
29,M,Other,25 - 45,Medium,Male,3,0,7,0,0,0
30,F,African-American,25 - 45,High,Male,17,-4,10,1,1,4
24,F,African-American,Less than 25,Low,Male,1,-1,1,1,1,1
35,F,African-American,25 - 45,Medium,Male,7,-1,6,0,0,1
24,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
26,F,Caucasian,25 - 45,Low,Male,8,-1,4,0,0,2
28,F,African-American,25 - 45,Medium,Male,14,-1,7,1,1,1
32,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,1
32,M,Caucasian,25 - 45,Low,Female,1,-1,3,1,1,1
33,M,African-American,25 - 45,High,Male,5,0,8,1,1,6
29,F,African-American,25 - 45,High,Male,16,-1,10,0,0,17
34,M,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,1
37,M,Other,25 - 45,Low,Female,0,-1,1,1,1,1
43,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0
47,F,Caucasian,Greater than 45,Low,Male,2,-3,4,0,0,0
25,M,African-American,25 - 45,Medium,Male,3,0,6,1,1,2
23,F,African-American,Less than 25,Low,Female,1,-1,3,0,0,2
39,M,Caucasian,25 - 45,Low,Male,2,-1,2,1,0,1
35,F,African-American,25 - 45,High,Male,13,-1,8,1,1,5
33,F,Other,25 - 45,Low,Male,0,-1,1,0,0,1
21,F,Other,Less than 25,Low,Male,0,-1,3,1,1,1
43,F,African-American,25 - 45,High,Male,20,0,8,0,0,1
25,F,African-American,25 - 45,High,Male,3,-1,8,1,1,1
48,F,African-American,Greater than 45,High,Male,25,-1,10,1,1,6
22,M,African-American,Less than 25,Medium,Male,1,28,7,1,1,1
52,M,African-American,Greater than 45,High,Male,9,-1,8,1,1,39
26,F,Caucasian,25 - 45,Low,Male,5,-1,4,1,1,35
67,M,African-American,Greater than 45,Medium,Male,4,-1,7,1,1,28
34,M,African-American,25 - 45,Low,Male,4,-1,2,0,0,1
56,M,Caucasian,Greater than 45,Low,Male,4,-1,1,1,0,0
28,F,African-American,25 - 45,Low,Male,1,-1,4,1,1,5
29,M,African-American,25 - 45,Low,Male,2,-1,4,0,0,1
37,F,African-American,25 - 45,Medium,Male,6,-1,5,1,1,20
43,F,Other,25 - 45,Low,Male,3,-1,2,0,0,1
51,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
20,M,African-American,Less than 25,Medium,Male,1,-2,7,1,1,1
26,M,Caucasian,25 - 45,Medium,Male,4,0,7,1,1,293
39,M,Caucasian,25 - 45,Low,Female,1,-1,2,1,1,10
21,F,African-American,Less than 25,High,Male,1,-1,8,0,0,2
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,3
24,F,Caucasian,Less than 25,Low,Male,3,-1,4,1,1,1
26,M,African-American,25 - 45,High,Male,4,-1,8,1,1,1
48,F,Caucasian,Greater than 45,Low,Male,1,0,2,0,0,1
24,F,African-American,Less than 25,Medium,Male,5,-1,5,1,1,2
26,F,Caucasian,25 - 45,Low,Male,0,0,4,0,0,0
46,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
24,M,African-American,Less than 25,High,Male,7,-1,9,0,0,1
21,M,Caucasian,Less than 25,Medium,Female,0,-1,5,0,0,1
24,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,1
36,M,African-American,25 - 45,High,Male,9,0,8,0,0,2
30,F,African-American,25 - 45,Low,Male,5,-1,4,1,1,1
22,F,Caucasian,Less than 25,Medium,Female,1,-23,6,0,0,2
25,F,African-American,25 - 45,High,Male,0,-1,9,1,1,10
31,M,African-American,25 - 45,High,Male,25,-1,8,1,1,118
24,F,African-American,Less than 25,Low,Male,0,-1,4,0,0,2
39,F,African-American,25 - 45,High,Male,13,-1,8,1,1,2
46,F,Other,Greater than 45,Low,Male,0,-1,1,0,0,5
30,F,African-American,25 - 45,Low,Female,4,-5,3,0,0,1
40,F,Caucasian,25 - 45,Low,Male,0,0,2,0,0,22
52,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,2
23,F,African-American,Less than 25,High,Male,3,-1,9,0,0,34
26,M,African-American,25 - 45,Low,Female,1,-1,2,0,0,1
22,F,Caucasian,Less than 25,High,Male,1,-1,8,1,1,20
42,F,Caucasian,25 - 45,Low,Male,3,0,4,0,0,1
23,F,African-American,Less than 25,High,Male,6,-1,10,1,1,136
33,F,Other,25 - 45,Low,Male,4,-1,3,1,1,2
28,F,African-American,25 - 45,Low,Male,1,-1,3,0,0,2
50,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,0,1
32,F,African-American,25 - 45,Medium,Male,1,-1,7,0,0,1
24,F,Hispanic,Less than 25,Medium,Male,3,-1,6,1,1,98
51,F,African-American,Greater than 45,Low,Male,3,-1,2,0,0,1
19,M,Caucasian,Less than 25,Low,Male,1,-1,4,1,1,1
32,F,African-American,25 - 45,Medium,Male,4,0,5,0,0,108
31,F,Caucasian,25 - 45,Low,Female,1,-22,3,1,1,0
29,F,African-American,25 - 45,Medium,Female,1,7,5,0,0,180
43,M,Hispanic,25 - 45,Low,Male,0,-1,1,0,0,1
26,F,African-American,25 - 45,Medium,Male,9,-1,7,1,1,11
27,F,Caucasian,25 - 45,High,Male,0,-1,10,1,1,28
52,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,1,3
27,M,Hispanic,25 - 45,Low,Male,1,-1,1,0,0,1
57,M,Hispanic,Greater than 45,Low,Female,1,-1,2,0,0,1
28,M,African-American,25 - 45,Medium,Male,3,-1,6,1,1,2
32,F,African-American,25 - 45,Low,Male,3,-1,1,1,1,3
27,M,African-American,25 - 45,Low,Male,5,0,3,1,1,0
45,M,Hispanic,Greater than 45,Low,Male,0,-1,1,1,1,3
42,M,Caucasian,25 - 45,Low,Female,0,0,1,0,0,0
33,F,African-American,25 - 45,Low,Male,0,-1,2,1,1,1
28,M,Caucasian,25 - 45,Low,Female,3,-1,4,0,0,45
53,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1
28,F,Hispanic,25 - 45,Low,Male,1,-9,2,0,0,9
28,F,Hispanic,25 - 45,Medium,Male,1,-1,5,0,0,2
39,M,African-American,25 - 45,Medium,Male,6,-1,7,1,1,36
22,F,African-American,Less than 25,Medium,Male,1,0,7,1,1,0
46,F,African-American,Greater than 45,Low,Male,2,0,2,1,1,9
25,M,African-American,25 - 45,Low,Male,0,0,2,0,0,1
52,F,Caucasian,Greater than 45,Medium,Male,1,-5,5,0,0,4
28,M,African-American,25 - 45,Low,Male,4,-1,2,1,1,1
57,F,Caucasian,Greater than 45,Low,Female,1,-4,1,1,1,2
49,F,African-American,Greater than 45,Low,Male,3,-1,1,1,1,1
21,F,African-American,Less than 25,High,Male,2,-1,9,1,1,1
32,F,African-American,25 - 45,High,Male,19,-1,10,1,1,15
63,M,African-American,Greater than 45,High,Male,3,-1,9,0,0,220
29,F,Caucasian,25 - 45,Low,Male,2,0,3,0,0,2
46,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,1
28,M,African-American,25 - 45,Medium,Male,10,-1,7,1,1,1
27,F,African-American,25 - 45,Low,Male,1,-3,2,0,0,3
69,M,Hispanic,Greater than 45,Low,Female,0,0,1,0,0,0
47,M,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,1
45,F,Hispanic,Greater than 45,Low,Male,1,-1,3,0,0,128
33,M,Caucasian,25 - 45,Low,Female,1,0,1,0,0,0
27,M,Hispanic,25 - 45,Low,Female,0,0,2,1,1,1
32,F,African-American,25 - 45,High,Male,14,-1,9,1,1,2
24,F,African-American,Less than 25,Medium,Male,2,-1,7,0,0,1
26,F,African-American,25 - 45,High,Male,5,-1,10,1,1,3
47,M,Hispanic,Greater than 45,Low,Male,0,-4,4,0,0,1
25,F,Caucasian,25 - 45,Medium,Male,1,-1,5,0,0,1
21,F,African-American,Less than 25,High,Male,1,-1,8,0,0,109
25,M,African-American,25 - 45,Low,Male,2,-1,2,1,1,1
22,F,African-American,Less than 25,Medium,Male,6,-1,7,1,1,2
26,F,Caucasian,25 - 45,Medium,Female,0,-1,6,0,0,1
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1
30,M,African-American,25 - 45,Medium,Male,1,-1,5,1,1,2
45,F,African-American,Greater than 45,Medium,Male,0,-3,5,1,1,1
33,F,African-American,25 - 45,Medium,Male,7,0,7,1,1,79
35,F,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,1
41,F,Caucasian,25 - 45,Low,Male,5,-1,1,0,0,1
23,M,Caucasian,Less than 25,Low,Male,0,0,3,0,0,2
21,M,Caucasian,Less than 25,Medium,Female,0,-1,5,1,1,1
54,F,African-American,Greater than 45,Low,Male,0,-1,1,0,0,2
27,F,African-American,25 - 45,Medium,Male,10,-1,6,1,1,1
22,M,Caucasian,Less than 25,Low,Male,0,-4,3,0,0,1
21,M,Hispanic,Less than 25,Medium,Female,0,-1,7,1,1,1
23,F,African-American,Less than 25,Medium,Male,2,-1,6,1,1,6
30,M,Hispanic,25 - 45,Low,Male,1,-9,1,0,0,8
36,M,African-American,25 - 45,High,Male,5,-20,8,1,1,19
29,F,African-American,25 - 45,Medium,Male,10,-1,7,1,1,23
54,M,African-American,Greater than 45,Medium,Male,4,-1,5,1,1,79
